region,segment,technology,unit,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
netherlands,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
netherlands,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
netherlands,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
netherlands,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
netherlands,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
netherlands,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
netherlands,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
austria,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
austria,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
austria,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
austria,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
austria,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
austria,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
austria,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
austria,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
poland,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
poland,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
poland,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
poland,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
poland,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
poland,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
poland,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
poland,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
portugal,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
portugal,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
portugal,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
portugal,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
portugal,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
portugal,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
portugal,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
portugal,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
romania,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
romania,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
romania,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
romania,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
romania,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
romania,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
romania,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
romania,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
slovenia,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
slovenia,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
slovenia,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
slovenia,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
slovenia,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
slovenia,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
slovenia,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
slovenia,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
slovakia,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
slovakia,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
slovakia,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
slovakia,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
slovakia,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
slovakia,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
slovakia,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
slovakia,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
finland,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
finland,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
finland,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
finland,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
finland,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
finland,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
finland,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
finland,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
sweden,cement,conventional,eur_per_tonne_cement_per_year,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
sweden,cement,ccs,eur_per_tonne_cement_per_year,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
sweden,cement,af,eur_per_tonne_cement_per_year,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
sweden,cement,af_ccs,eur_per_tonne_cement_per_year,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155
sweden,cement,af_lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160
sweden,cement,lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
sweden,cement,af_lower_clinker_cement_ratio,eur_per_tonne_cement_per_year,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
sweden,cement,lower_clinker_cement_ratio_ccs,eur_per_tonne_cement_per_year,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
